id,theme,question,reponse_1,reponse_2,reponse_3,reponse_4,bonne_reponse,explication,difficulte
455,Histoire,Qui était Jeanne d'Arc ?,le contrôleur général des finances de Louis XIV,une figure de la guerre de Cent Ans,un dirigeant de l'indépendance indienne,un marchand et explorateur vénitien,2,,1
456,Histoire,Qui était Napoléon Bonaparte ?,un astronome italien,un empereur des Français,un dirigeant socialiste français,un astronome polonais,2,,1
457,Histoire,Qui était Léonard de Vinci ?,un peintre et inventeur italien,un ingénieur militaire français,un Premier ministre britannique,une reine de France puis d'Angleterre,1,,1
458,Histoire,Qui était Christophe Colomb ?,un navigateur portugais,un empereur des Français,un navigateur génois,un tsar de Russie,3,,1
459,Histoire,Qui était Gutenberg ?,un général et homme d'État romain,une reine de France d'origine florentine,l'inventeur de l'imprimerie en Europe,un président du Conseil français,3,,2
460,Histoire,Qui était Galilée ?,un navigateur portugais,un ingénieur militaire français,un astronome italien,un astronome polonais,3,,2
461,Histoire,Qui était Copernic ?,un astronome polonais,un Premier ministre britannique,un ingénieur militaire français,un empereur des Français,1,,3
462,Histoire,Qui était Robespierre ?,une figure de la Révolution française,un peintre et inventeur italien,un dirigeant de l'indépendance indienne,un cardinal et ministre de Louis XIII,1,,2
463,Histoire,Qui était Talleyrand ?,un navigateur génois,un diplomate français,un président sud-africain,un chef gaulois,2,,4
464,Histoire,Qui était Richelieu ?,un général et président français,un cardinal et ministre de Louis XIII,une reine de France d'origine florentine,un président du Conseil français,2,,2
465,Histoire,Qui était Colbert ?,un général et homme d'État romain,le contrôleur général des finances de Louis XIV,un marchand et explorateur vénitien,une figure de la guerre de Cent Ans,2,,3
466,Histoire,Qui était Vauban ?,un général et président français,l'inventeur de l'imprimerie en Europe,un ingénieur militaire français,un président du Conseil français,3,,4
467,Histoire,Qui était Clemenceau ?,un président du Conseil français,un Premier ministre britannique,une figure de la Révolution française,un marchand et explorateur vénitien,1,,3
468,Histoire,Qui était Jean Jaurès ?,un dirigeant socialiste français,un dirigeant de l'indépendance indienne,un peintre et inventeur italien,un ingénieur militaire français,1,,3
469,Histoire,Qui était Gandhi ?,un Premier ministre britannique,un dirigeant socialiste français,un peintre et inventeur italien,un dirigeant de l'indépendance indienne,4,,2
470,Histoire,Qui était Nelson Mandela ?,un président sud-africain,un navigateur génois,un Premier ministre britannique,un tsar de Russie,1,,2
471,Histoire,Qui était Churchill ?,un dirigeant socialiste français,un ingénieur militaire français,un président du Conseil français,un Premier ministre britannique,4,,2
472,Histoire,Qui était Charles de Gaulle ?,l'inventeur de l'imprimerie en Europe,un général et président français,un marchand et explorateur vénitien,un Premier ministre britannique,2,,1
473,Histoire,Qui était Marco Polo ?,un Premier ministre britannique,un général et président français,une figure de la Révolution française,un marchand et explorateur vénitien,4,,2
474,Histoire,Qui était Magellan ?,un diplomate français,un empereur des Français,un navigateur portugais,un dirigeant socialiste français,3,,3
475,Histoire,Qui était Soliman ?,un sultan ottoman,un dirigeant socialiste français,un chef gaulois,un Premier ministre britannique,1,,4
476,Histoire,Qui était Pierre le Grand ?,un tsar de Russie,un ingénieur militaire français,un président sud-africain,un empereur des Français,1,,3
477,Histoire,Qui était Catherine de Médicis ?,un cardinal et ministre de Louis XIII,une figure de la Révolution française,un dirigeant de l'indépendance indienne,une reine de France d'origine florentine,4,,3
478,Histoire,Qui était Éléonore d'Aquitaine ?,une reine de France puis d'Angleterre,un dirigeant de l'indépendance indienne,un général et homme d'État romain,un peintre et inventeur italien,1,,4
479,Histoire,En quelle année Charles de Gaulle est-il devenu président de la République française ?,1959,2007,1981,2012,1,,2
480,Histoire,En quelle année Georges Pompidou est-il devenu président de la République française ?,2012,1969,1981,1995,2,,3
481,Histoire,En quelle année Valéry Giscard d'Estaing est-il devenu président de la République française ?,2012,1981,2017,1974,4,,3
482,Histoire,En quelle année François Mitterrand est-il devenu président de la République française ?,1959,2007,1981,1974,3,,2
483,Histoire,En quelle année Jacques Chirac est-il devenu président de la République française ?,1974,1981,1969,1995,4,,2
484,Histoire,En quelle année Nicolas Sarkozy est-il devenu président de la République française ?,1995,2007,2012,2017,2,,2
485,Histoire,En quelle année François Hollande est-il devenu président de la République française ?,1959,1995,2012,1981,3,,2
486,Histoire,En quelle année Emmanuel Macron est-il devenu président de la République française ?,1959,1981,2017,1969,3,,1
487,Histoire,À qui doit-on la machine à vapeur ?,Nikolaus Otto,Henri Becquerel,James Watt,Alfred Nobel,3,,3
488,Histoire,À qui doit-on le téléphone ?,les frères Lumière,Alessandro Volta,Alexander Graham Bell,René Laennec,3,,2
489,Histoire,À qui doit-on l'ampoule électrique ?,Samuel Morse,Alessandro Volta,Thomas Edison,René Laennec,3,,2
490,Histoire,À qui doit-on le vaccin contre la rage ?,Alexander Fleming,Benjamin Franklin,Louis Pasteur,Henri Becquerel,3,,2
491,Histoire,À qui doit-on la radioactivité ?,Henri Becquerel,Alexander Fleming,Hubert Booth,Nikolaus Otto,1,,4
492,Histoire,À qui doit-on le cinématographe ?,Louis Pasteur,Alexander Graham Bell,Nikolaus Otto,les frères Lumière,4,,2
493,Histoire,À qui doit-on la pile électrique ?,Hubert Booth,Benjamin Franklin,Alessandro Volta,James Watt,3,,4
494,Histoire,À qui doit-on le paratonnerre ?,Samuel Morse,Alessandro Volta,Benjamin Franklin,Louis Pasteur,3,,3
495,Histoire,À qui doit-on la montgolfière ?,les frères Lumière,les frères Montgolfier,Louis Pasteur,Alexander Graham Bell,2,,2
496,Histoire,À qui doit-on la pénicilline ?,Alexander Fleming,Hubert Booth,Samuel Morse,Benjamin Franklin,1,,3
497,Histoire,À qui doit-on le stéthoscope ?,Hubert Booth,Thomas Edison,Benjamin Franklin,René Laennec,4,,4
498,Histoire,À qui doit-on l'aspirateur ?,James Watt,Samuel Morse,Nikolaus Otto,Hubert Booth,4,,5
499,Histoire,À qui doit-on le moteur à explosion ?,Samuel Morse,Thomas Edison,Nikolaus Otto,James Watt,3,,5
500,Histoire,À qui doit-on la dynamite ?,Nikolaus Otto,Alfred Nobel,Alessandro Volta,Benjamin Franklin,2,,3
501,Histoire,À qui doit-on le télégraphe ?,Nikolaus Otto,James Watt,Samuel Morse,Johannes Gutenberg,3,,3
502,Histoire,À qui doit-on l'imprimerie à caractères mobiles ?,Henri Becquerel,Alexander Fleming,Johannes Gutenberg,Alessandro Volta,3,,2
503,Histoire,Quel peuple a bâti les pyramides de Gizeh ?,les Égyptiens,les Perses,les peuples néolithiques,les Mésopotamiens,1,,1
504,Histoire,Quel peuple a bâti le Colisée ?,les Perses,les Romains,les Aztèques,les Égyptiens,2,,1
505,Histoire,Quel peuple a bâti le Parthénon ?,les Perses,les Phéniciens,les Grecs,les peuples néolithiques,3,,1
506,Histoire,Quel peuple a bâti le Machu Picchu ?,les Égyptiens,les Incas,les Mayas,les Perses,2,,2
507,Histoire,Quel peuple a bâti Chichén Itzá ?,les Mayas,les Romains,les Perses,les Khmers,1,,3
508,Histoire,Quel peuple a bâti Angkor Vat ?,les Khmers,les Nabatéens,les Mésopotamiens,les peuples néolithiques,1,,3
509,Histoire,Quel peuple a bâti Persépolis ?,les Incas,les peuples néolithiques,les Mayas,les Perses,4,,4
510,Histoire,Quel peuple a bâti Carthage ?,les Incas,les Phéniciens,les Romains,les Mayas,2,,3
511,Histoire,Quel peuple a bâti Babylone ?,les Égyptiens,les Mésopotamiens,les Incas,les Nabatéens,2,,3
512,Histoire,Quel peuple a bâti Pétra ?,les Phéniciens,les peuples néolithiques,les Nabatéens,les Khmers,3,,4
513,Histoire,Quel peuple a bâti Stonehenge ?,les Mésopotamiens,les peuples néolithiques,les Mayas,les Perses,2,,3
514,Histoire,Quel peuple a bâti Teotihuacan ?,les peuples néolithiques,les Aztèques,les Perses,les Khmers,2,,4
515,Sciences & Nature,Quel élément chimique porte le symbole O ?,l'azote,l'hydrogène,l'étain,l'oxygène,4,,1
516,Sciences & Nature,Quel élément chimique porte le symbole H ?,le calcium,l'hydrogène,le potassium,l'or,2,,1
517,Sciences & Nature,Quel élément chimique porte le symbole C ?,le carbone,le plomb,le platine,le cuivre,1,,1
518,Sciences & Nature,Quel élément chimique porte le symbole N ?,l'hydrogène,l'azote,l'or,le plomb,2,,2
519,Sciences & Nature,Quel élément chimique porte le symbole Fe ?,le calcium,le fer,le nickel,le soufre,2,,2
520,Sciences & Nature,Quel élément chimique porte le symbole Au ?,le néon,le fer,l'aluminium,l'or,4,,2
521,Sciences & Nature,Quel élément chimique porte le symbole Ag ?,l'aluminium,l'argent,l'oxygène,le sodium,2,,2
522,Sciences & Nature,Quel élément chimique porte le symbole Cu ?,le carbone,le nickel,le platine,le cuivre,4,,2
523,Sciences & Nature,Quel élément chimique porte le symbole Pb ?,le soufre,le sodium,le néon,le plomb,4,,3
524,Sciences & Nature,Quel élément chimique porte le symbole Sn ?,l'uranium,l'argent,l'étain,le fer,3,,4
525,Sciences & Nature,Quel élément chimique porte le symbole Na ?,le cuivre,le néon,le zinc,le sodium,4,,3
526,Sciences & Nature,Quel élément chimique porte le symbole K ?,le lithium,le potassium,le carbone,le silicium,2,,4
527,Sciences & Nature,Quel élément chimique porte le symbole Ca ?,le carbone,le plomb,le sodium,le calcium,4,,3
528,Sciences & Nature,Quel élément chimique porte le symbole Mg ?,le potassium,le mercure,le cuivre,le magnésium,4,,3
529,Sciences & Nature,Quel élément chimique porte le symbole Zn ?,le mercure,le carbone,le zinc,le fer,3,,3
530,Sciences & Nature,Quel élément chimique porte le symbole Hg ?,le potassium,le chlore,le mercure,le nickel,3,,3
531,Sciences & Nature,Quel élément chimique porte le symbole He ?,le plomb,l'argent,l'hélium,l'hydrogène,3,,2
532,Sciences & Nature,Quel élément chimique porte le symbole Ne ?,le zinc,le cuivre,le soufre,le néon,4,,3
533,Sciences & Nature,Quel élément chimique porte le symbole Cl ?,le platine,le nickel,le carbone,le chlore,4,,3
534,Sciences & Nature,Quel élément chimique porte le symbole S ?,le platine,le soufre,le cuivre,le carbone,2,,3
535,Sciences & Nature,Quel élément chimique porte le symbole P ?,le cuivre,le carbone,le phosphore,le sodium,3,,4
536,Sciences & Nature,Quel élément chimique porte le symbole Si ?,le chlore,le carbone,le silicium,le magnésium,3,,3
537,Sciences & Nature,Quel élément chimique porte le symbole Al ?,l'azote,le carbone,l'aluminium,l'étain,3,,2
538,Sciences & Nature,Quel élément chimique porte le symbole U ?,l'hélium,l'or,l'uranium,le chlore,3,,3
539,Sciences & Nature,Quel élément chimique porte le symbole W ?,le tungstène,le magnésium,le cuivre,le platine,1,,5
540,Sciences & Nature,Quel élément chimique porte le symbole Pt ?,le lithium,le carbone,le cuivre,le platine,4,,4
541,Sciences & Nature,Quel élément chimique porte le symbole Ni ?,le nickel,le calcium,le cuivre,le zinc,1,,4
542,Sciences & Nature,Quel élément chimique porte le symbole Li ?,le lithium,le potassium,le chlore,le soufre,1,,3
543,Sciences & Nature,Quel est le symbole chimique de l'oxygène ?,Mg,Sn,K,O,4,,2
544,Sciences & Nature,Quel est le symbole chimique de l'hydrogène ?,Pb,H,Sn,Zn,2,,2
545,Sciences & Nature,Quel est le symbole chimique de l'azote ?,Na,N,Mg,U,2,,3
546,Sciences & Nature,Quel est le symbole chimique de l'or ?,Au,Na,Zn,Pt,1,,3
547,Sciences & Nature,Quel est le symbole chimique de l'argent ?,Ag,Zn,Pb,Cl,1,,3
548,Sciences & Nature,Quel est le symbole chimique du plomb ?,Pt,Pb,Ag,Au,2,,4
549,Sciences & Nature,Quel est le symbole chimique de l'étain ?,Sn,Cl,Ne,Zn,1,,5
550,Sciences & Nature,Quel est le symbole chimique du sodium ?,Na,Pt,Ne,Sn,1,,4
551,Sciences & Nature,Quel est le symbole chimique du potassium ?,Na,Zn,K,Ag,3,,5
552,Sciences & Nature,Quel est le symbole chimique du magnésium ?,Mg,Na,Au,Zn,1,,4
553,Sciences & Nature,Quel est le symbole chimique du zinc ?,Hg,Zn,Sn,Al,2,,4
554,Sciences & Nature,Quel est le symbole chimique du mercure ?,Mg,Hg,He,Al,2,,4
555,Sciences & Nature,Quel est le symbole chimique de l'hélium ?,Hg,He,Pb,Sn,2,,3
556,Sciences & Nature,Quel est le symbole chimique du néon ?,Na,Ne,Cl,Hg,2,,4
557,Sciences & Nature,Quel est le symbole chimique du chlore ?,Zn,Pb,Ag,Cl,4,,4
558,Sciences & Nature,Quel est le symbole chimique de l'aluminium ?,Sn,Al,He,Hg,2,,3
559,Sciences & Nature,Quel est le symbole chimique de l'uranium ?,K,H,U,Pb,3,,4
560,Sciences & Nature,Quel est le symbole chimique du tungstène ?,Ag,Na,Zn,W,4,,5
561,Sciences & Nature,Quel est le symbole chimique du platine ?,Hg,Cl,Au,Pt,4,,5
562,Sciences & Nature,Quel animal est le mammifère terrestre le plus rapide ?,le poulpe,le paresseux,l'axolotl,le guépard,4,,2
563,Sciences & Nature,Quel animal est le plus grand animal du monde ?,le colibri,la chauve-souris,la girafe,la baleine bleue,4,,1
564,Sciences & Nature,Quel animal est le plus petit oiseau du monde ?,le colibri,le tardigrade,la girafe,le paresseux,1,,2
565,Sciences & Nature,Quel animal est le plus grand oiseau du monde ?,le paresseux,le colibri,l'éléphant,l'autruche,4,,2
566,Sciences & Nature,Quel animal est le plus grand mammifère terrestre ?,le caméléon,le paresseux,l'axolotl,la girafe,4,,1
567,Sciences & Nature,Quel animal est le plus lourd mammifère terrestre ?,l'autruche,le guépard,l'éléphant,le colibri,3,,1
568,Sciences & Nature,Quel animal est l'animal le plus rapide en piqué ?,le guépard,le caméléon,le paresseux,le faucon pèlerin,4,,3
569,Sciences & Nature,Quel animal est le mammifère le plus lent ?,l'axolotl,le krill,le paresseux,le colibri,3,,2
570,Sciences & Nature,Quel animal est l'animal terrestre le plus longévif ?,la girafe,la tortue géante,le guépard,le caméléon,2,,3
571,Sciences & Nature,Quel animal est le reptile qui change de couleur ?,le colibri,le krill,le caméléon,le guépard,3,,1
572,Sciences & Nature,Quel animal est le mammifère qui pond des œufs ?,le caméléon,l'autruche,l'ornithorynque,l'éléphant,3,,3
573,Sciences & Nature,Quel animal est le seul mammifère volant ?,la chauve-souris,le poulpe,le faucon pèlerin,la baleine bleue,1,,2
574,Sciences & Nature,Quel animal est le plus grand des manchots ?,le poulpe,le manchot empereur,la baleine bleue,la girafe,2,,3
575,Sciences & Nature,Quel animal est la principale nourriture des baleines ?,le krill,le colibri,le caméléon,la girafe,1,,4
576,Sciences & Nature,Quel animal est l'animal marin à trois cœurs ?,le caméléon,le poulpe,le paresseux,le colibri,2,,3
577,Sciences & Nature,Quel animal est l'amphibien capable de régénérer ses membres ?,l'ornithorynque,le krill,l'axolotl,le paresseux,3,,4
578,Sciences & Nature,Quel animal est l'animal capable de survivre dans le vide spatial ?,le guépard,le caméléon,le poulpe,le tardigrade,4,,4
579,Sciences & Nature,Comment appelle-t-on l'os le plus long du corps humain ?,le tibia,la cornée,le fémur,le diaphragme,3,,2
580,Sciences & Nature,Comment appelle-t-on le plus petit os du corps humain ?,le fémur,l'étrier,le foie,l'humérus,2,,4
581,Sciences & Nature,Comment appelle-t-on l'organe capable de se régénérer ?,la peau,le fémur,les reins,le foie,4,,2
582,Sciences & Nature,Comment appelle-t-on l'organe le plus étendu du corps ?,la peau,le tibia,le cœur,le diaphragme,1,,2
583,Sciences & Nature,Comment appelle-t-on l'organe qui pompe le sang ?,le cœur,les reins,la peau,le tibia,1,,1
584,Sciences & Nature,Comment appelle-t-on les organes qui filtrent le sang ?,le foie,les reins,la rate,le cerveau,2,,2
585,Sciences & Nature,Comment appelle-t-on l'organe qui produit l'insuline ?,le fémur,le foie,le cerveau,le pancréas,4,,3
586,Sciences & Nature,Comment appelle-t-on l'organe qui recycle les globules rouges ?,la rate,le tibia,le foie,le tympan,1,,4
587,Sciences & Nature,Comment appelle-t-on l'organe qui consomme le plus d'énergie au repos ?,le tympan,le cerveau,le diaphragme,la cornée,2,,3
588,Sciences & Nature,Comment appelle-t-on la partie transparente de l'œil ?,le tibia,le pancréas,le cerveau,la cornée,4,,3
589,Sciences & Nature,Comment appelle-t-on la membrane de l'oreille ?,le cœur,le tympan,le cerveau,le foie,2,,2
590,Sciences & Nature,Comment appelle-t-on le muscle principal de la respiration ?,la rate,le diaphragme,le pancréas,la clavicule,2,,3
591,Sciences & Nature,Comment appelle-t-on l'os du bras ?,la rate,le foie,l'humérus,la peau,3,,3
592,Sciences & Nature,Comment appelle-t-on l'os entre l'épaule et le sternum ?,le diaphragme,la rate,le foie,la clavicule,4,,3
593,Sciences & Nature,Comment appelle-t-on le principal os de la jambe ?,le diaphragme,le tibia,le cerveau,les reins,2,,2
594,Sciences & Nature,Quel astre est la planète la plus proche du Soleil ?,Europe,Vénus,Mercure,Neptune,3,,2
595,Sciences & Nature,Quel astre est la plus grosse planète du système solaire ?,Sirius,Saturne,Jupiter,Mars,3,,1
596,Sciences & Nature,Quel astre est la planète la plus chaude du système solaire ?,Vénus,Mercure,Neptune,Saturne,1,,2
597,Sciences & Nature,Quel astre est la planète surnommée la planète rouge ?,Mars,Uranus,Jupiter,Andromède,1,,1
598,Sciences & Nature,Quel astre est la planète aux anneaux les plus visibles ?,Bételgeuse,Saturne,Sirius,Uranus,2,,1
599,Sciences & Nature,Quel astre est la planète la plus éloignée du Soleil ?,Bételgeuse,Neptune,Saturne,Titan,2,,3
600,Sciences & Nature,Quel astre est la planète qui tourne couchée sur son orbite ?,Andromède,Uranus,Vénus,Saturne,2,,4
601,Sciences & Nature,Quel astre est le seul satellite naturel de la Terre ?,Saturne,Neptune,Sirius,la Lune,4,,1
602,Sciences & Nature,Quel astre est la lune de Jupiter recouverte de glace ?,Mars,Europe,la Lune,Saturne,2,,4
603,Sciences & Nature,Quel astre est la plus grande lune de Saturne ?,Andromède,Vénus,Titan,Mercure,3,,4
604,Sciences & Nature,Quel astre est l'étoile la plus proche du Soleil ?,Saturne,Proxima du Centaure,Bételgeuse,Uranus,2,,4
605,Sciences & Nature,Quel astre est la supergéante rouge d'Orion ?,Mars,Europe,Mercure,Bételgeuse,4,,4
606,Sciences & Nature,Quel astre est l'étoile la plus brillante du ciel nocturne ?,Uranus,Bételgeuse,Sirius,Andromède,3,,3
607,Sciences & Nature,Quel astre est notre galaxie ?,Saturne,Bételgeuse,Proxima du Centaure,la Voie lactée,4,,1
608,Sciences & Nature,Quel astre est la galaxie la plus proche de la nôtre ?,Europe,Andromède,Jupiter,Bételgeuse,2,,3
609,Cinéma & Séries,Qui a réalisé « Pulp Fiction » ?,Christopher Nolan,Steven Spielberg,Quentin Tarantino,Alfred Hitchcock,3,,2
610,Cinéma & Séries,Qui a réalisé « Le Parrain » ?,Quentin Tarantino,Christopher Nolan,Georges Lautner,Francis Ford Coppola,4,,2
611,Cinéma & Séries,Qui a réalisé « Inception » ?,Martin Scorsese,Christopher Nolan,Mathieu Kassovitz,Georges Lautner,2,,2
612,Cinéma & Séries,Qui a réalisé « Titanic » ?,Ridley Scott,Les Wachowski,Stanley Kubrick,James Cameron,4,,1
613,Cinéma & Séries,Qui a réalisé « Alien » ?,Luc Besson,Ridley Scott,David Fincher,Les Wachowski,2,,3
614,Cinéma & Séries,Qui a réalisé « Psychose » ?,Mathieu Kassovitz,Stanley Kubrick,Damien Chazelle,Alfred Hitchcock,4,,2
615,Cinéma & Séries,Qui a réalisé « Shining » ?,Hayao Miyazaki,Stanley Kubrick,Alfred Hitchcock,Steven Spielberg,2,,3
616,Cinéma & Séries,Qui a réalisé « E.T. » ?,Martin Scorsese,Jean-Marie Poiré,Stanley Kubrick,Steven Spielberg,4,,2
617,Cinéma & Séries,Qui a réalisé « Amélie Poulain » ?,Steven Spielberg,Quentin Tarantino,Jean-Pierre Jeunet,Christopher Nolan,3,,2
618,Cinéma & Séries,Qui a réalisé « La Haine » ?,Mathieu Kassovitz,Jean-Marie Poiré,Georges Lautner,Christopher Nolan,1,,3
619,Cinéma & Séries,Qui a réalisé « Intouchables » ?,Quentin Tarantino,Jean-Pierre Jeunet,Francis Ford Coppola,Olivier Nakache et Éric Toledano,4,,3
620,Cinéma & Séries,Qui a réalisé « Le Fabuleux Destin d'Amélie Poulain » ?,Christopher Nolan,Martin Scorsese,Alfred Hitchcock,Jean-Pierre Jeunet,4,,3
621,Cinéma & Séries,Qui a réalisé « Léon » ?,Todd Phillips,Luc Besson,Peter Jackson,Bong Joon-ho,2,,3
622,Cinéma & Séries,Qui a réalisé « Les Tontons flingueurs » ?,Georges Lautner,Steven Spielberg,Jean-Marie Poiré,James Cameron,1,,4
623,Cinéma & Séries,Qui a réalisé « La Grande Vadrouille » ?,Ridley Scott,Les Wachowski,Gérard Oury,Todd Phillips,3,,3
624,Cinéma & Séries,Qui a réalisé « Les Visiteurs » ?,Jean-Marie Poiré,Christopher Nolan,Robert Zemeckis,Steven Spielberg,1,,3
625,Cinéma & Séries,Qui a réalisé « Parasite » ?,Ridley Scott,Todd Phillips,Bong Joon-ho,Gérard Oury,3,,3
626,Cinéma & Séries,Qui a réalisé « Le Voyage de Chihiro » ?,Hayao Miyazaki,Alfred Hitchcock,Ridley Scott,Damien Chazelle,1,,2
627,Cinéma & Séries,Qui a réalisé « Matrix » ?,Les Wachowski,Ridley Scott,Hayao Miyazaki,David Fincher,1,,3
628,Cinéma & Séries,Qui a réalisé « Fight Club » ?,David Fincher,Ridley Scott,Peter Jackson,Georges Lautner,1,,3
629,Cinéma & Séries,Qui a réalisé « Blade Runner » ?,Bong Joon-ho,Gérard Oury,Luc Besson,Ridley Scott,4,,3
630,Cinéma & Séries,Qui a réalisé « Apocalypse Now » ?,Jean-Marie Poiré,Steven Spielberg,Francis Ford Coppola,Alfred Hitchcock,3,,3
631,Cinéma & Séries,Qui a réalisé « Taxi Driver » ?,Christopher Nolan,Martin Scorsese,Robert Zemeckis,Jean-Marie Poiré,2,,3
632,Cinéma & Séries,Qui a réalisé « Les Dents de la mer » ?,Steven Spielberg,Jean-Marie Poiré,Damien Chazelle,Georges Lautner,1,,3
633,Cinéma & Séries,Qui a réalisé « Retour vers le futur » ?,James Cameron,Stanley Kubrick,Alfred Hitchcock,Robert Zemeckis,4,,2
634,Cinéma & Séries,Qui a réalisé « Le Seigneur des anneaux » ?,Bong Joon-ho,Ridley Scott,Hayao Miyazaki,Peter Jackson,4,,2
635,Cinéma & Séries,Qui a réalisé « La La Land » ?,Martin Scorsese,James Cameron,Damien Chazelle,Robert Zemeckis,3,,3
636,Cinéma & Séries,Qui a réalisé « Joker » ?,Hayao Miyazaki,Todd Phillips,David Fincher,Ridley Scott,2,,3
637,Cinéma & Séries,Qui a réalisé « Interstellar » ?,Robert Zemeckis,Quentin Tarantino,Georges Lautner,Christopher Nolan,4,,2
638,Cinéma & Séries,Qui a réalisé « Gladiator » ?,Ridley Scott,Martin Scorsese,David Fincher,Stanley Kubrick,1,,3
639,Cinéma & Séries,Quelle série raconte un professeur de chimie devenu fabricant de drogue ?,Peaky Blinders,The Office,Friends,Breaking Bad,4,,2
640,Cinéma & Séries,Quelle série raconte des familles rivales se disputant un trône de fer ?,Game of Thrones,Black Mirror,Squid Game,Chernobyl,1,,1
641,Cinéma & Séries,Quelle série raconte six amis new-yorkais partageant leur quotidien ?,The Crown,Friends,Squid Game,Breaking Bad,2,,1
642,Cinéma & Séries,Quelle série raconte le règne d'Élisabeth II ?,Black Mirror,Squid Game,The Crown,Game of Thrones,3,,2
643,Cinéma & Séries,Quelle série raconte des enfants face à un monde parallèle ?,Friends,The Crown,Chernobyl,Stranger Things,4,,2
644,Cinéma & Séries,Quelle série raconte le quotidien d'une entreprise de papier ?,Dix pour cent,The Crown,The Office,Friends,3,,2
645,Cinéma & Séries,Quelle série raconte la catastrophe nucléaire de 1986 ?,Stranger Things,Sherlock,Chernobyl,Black Mirror,3,,3
646,Cinéma & Séries,Quelle série raconte un gang de Birmingham après 1918 ?,Friends,Breaking Bad,Black Mirror,Peaky Blinders,4,,3
647,Cinéma & Séries,Quelle série raconte une agence d'acteurs parisienne ?,Dix pour cent,Breaking Bad,The Crown,Kaamelott,1,,3
648,Cinéma & Séries,Quelle série raconte la cour du roi Arthur revisitée ?,Game of Thrones,Peaky Blinders,Breaking Bad,Kaamelott,4,,2
649,Cinéma & Séries,Quelle série raconte des agents de la DGSE ?,Breaking Bad,Le Bureau des légendes,Stranger Things,Squid Game,2,,3
650,Cinéma & Séries,Quelle série raconte un braquage de la Fabrique de monnaie ?,Stranger Things,Black Mirror,The Crown,La Casa de Papel,4,,2
651,Cinéma & Séries,Quelle série raconte des jeux d'enfants mortels ?,Sherlock,Chernobyl,Squid Game,The Office,3,,2
652,Cinéma & Séries,Quelle série raconte les dérives de la technologie ?,Squid Game,Black Mirror,Stranger Things,Game of Thrones,2,,2
653,Cinéma & Séries,Quelle série raconte le détective de Baker Street à notre époque ?,Sherlock,The Office,Squid Game,Friends,1,,2
654,Musique,Qui a composé « la Cinquième Symphonie » ?,Ludwig van Beethoven,Gioachino Rossini,Wolfgang Amadeus Mozart,Antonio Vivaldi,1,,2
655,Musique,Qui a composé « Les Quatre Saisons » ?,Igor Stravinsky,Erik Satie,Wolfgang Amadeus Mozart,Antonio Vivaldi,4,,2
656,Musique,Qui a composé « La Flûte enchantée » ?,Maurice Ravel,Wolfgang Amadeus Mozart,Gioachino Rossini,Richard Wagner,2,,2
657,Musique,Qui a composé « Le Boléro » ?,Maurice Ravel,Gioachino Rossini,Claude Debussy,Georges Bizet,1,,2
658,Musique,Qui a composé « Le Lac des cygnes » ?,Igor Stravinsky,Maurice Ravel,Piotr Ilitch Tchaïkovski,Ludwig van Beethoven,3,,3
659,Musique,Qui a composé « Carmen » ?,Georges Bizet,Giuseppe Verdi,Wolfgang Amadeus Mozart,Gioachino Rossini,1,,3
660,Musique,Qui a composé « La Traviata » ?,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Gioachino Rossini,Giuseppe Verdi,4,,3
661,Musique,Qui a composé « Le Barbier de Séville » ?,Maurice Ravel,Georges Bizet,Richard Wagner,Gioachino Rossini,4,,4
662,Musique,Qui a composé « Clair de lune » ?,Erik Satie,Claude Debussy,Georges Bizet,Ludwig van Beethoven,2,,3
663,Musique,Qui a composé « La Marche turque » ?,Richard Wagner,Wolfgang Amadeus Mozart,Giuseppe Verdi,Ludwig van Beethoven,2,,4
664,Musique,Qui a composé « Le Sacre du printemps » ?,Igor Stravinsky,Erik Satie,Wolfgang Amadeus Mozart,Richard Wagner,1,,4
665,Musique,Qui a composé « Casse-Noisette » ?,Richard Wagner,Gioachino Rossini,Piotr Ilitch Tchaïkovski,Igor Stravinsky,3,,3
666,Musique,Qui a composé « La Chevauchée des Walkyries » ?,Richard Wagner,Antonio Vivaldi,Johann Strauss fils,Claude Debussy,1,,3
667,Musique,Qui a composé « Les Noces de Figaro » ?,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Johann Strauss fils,Piotr Ilitch Tchaïkovski,2,,4
668,Musique,Qui a composé « Le Beau Danube bleu » ?,Antonio Vivaldi,Giuseppe Verdi,Igor Stravinsky,Johann Strauss fils,4,,4
669,Musique,Qui a composé « Gymnopédies » ?,Wolfgang Amadeus Mozart,Erik Satie,Claude Debussy,Ludwig van Beethoven,2,,4
670,Musique,À quelle famille d'instruments appartient le violon ?,les cordes frottées,les cordes pincées,les bois,les percussions,1,,1
671,Musique,À quelle famille d'instruments appartient la trompette ?,les percussions,les bois,les cuivres,les cordes pincées,3,,2
672,Musique,À quelle famille d'instruments appartient la clarinette ?,les cuivres,les bois,les cordes pincées,les cordes frottées,2,,3
673,Musique,À quelle famille d'instruments appartient le xylophone ?,les bois,les cordes frottées,les percussions,les cuivres,3,,2
674,Musique,À quelle famille d'instruments appartient la harpe ?,les cordes frottées,les percussions,les cordes pincées,les cuivres,3,,2
